DateTime,Date,Sport Group,Sport,Events Split,Medal Ceremony?,Venue,Latitude,Longitude
8/5/2021 1:00:00 AM,8/5/2021,Skateboarding,Skateboarding,,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
8/5/2021 1:00:00 AM,8/5/2021,Skateboarding,Skateboarding,,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
8/5/2021 1:00:00 AM,8/5/2021,Skateboarding,Skateboarding,,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
8/5/2021 1:00:00 AM,8/5/2021,Volleyball,Beach Volleyball,,False,Shiokaze Park,35.62426208355979,139.76843705331703
8/5/2021 1:30:00 AM,8/5/2021,Canoeing,Canoe Sprint,Women's Canoe Single 200m Finals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/5/2021 1:30:00 AM,8/5/2021,Canoeing,Canoe Sprint,Women's Canoe Single 200m Finals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/5/2021 2:00:00 AM,8/5/2021,Martial Arts,Karate,,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/5/2021 2:00:00 AM,8/5/2021,Martial Arts,Karate,,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/5/2021 2:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 2:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 2:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 2:30:00 AM,8/5/2021,Hockey,Hockey,,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
8/5/2021 3:00:00 AM,8/5/2021,Tennis,Table Tennis,,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
8/5/2021 3:00:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 125 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 3:00:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 125 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 3:00:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 125 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 5:00:00 AM,8/5/2021,Modern Pentathlon,Modern Pentathlon,,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
8/5/2021 5:00:00 AM,8/5/2021,Modern Pentathlon,Modern Pentathlon,,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
8/5/2021 5:00:00 AM,8/5/2021,Volleyball,volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/5/2021 5:15:00 AM,8/5/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/5/2021 6:00:00 AM,8/5/2021,Boxing,Boxing.,,False,Kokugikan Arena,35.69708642863296,139.79336043405075
8/5/2021 6:00:00 AM,8/5/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/5/2021 7:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 7:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 7:00:00 AM,8/5/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/5/2021 7:30:00 AM,8/5/2021,Cycling,Cycling Track,Women's Keirin Final 1-6,False,Izu Velodrome,35.01222390470476,139.01558129892814
8/5/2021 8:30:00 AM,8/5/2021,Athletics,Athletics,,False,Sapporo Odori Park,43.05988480448009,141.34661238831993
8/5/2021 9:00:00 AM,8/5/2021,Football,Football,,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
8/5/2021 9:00:00 AM,8/5/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/5/2021 9:00:00 AM,8/5/2021,Martial Arts,Karate,Men's Kumite -67 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/5/2021 9:00:00 AM,8/5/2021,Martial Arts,Karate,Men's Kumite -67 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/5/2021 9:30:00 AM,8/5/2021,Sport Climbing,Sport Climbing,,False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
8/5/2021 9:30:00 AM,8/5/2021,Sport Climbing,Sport Climbing,,False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
8/5/2021 10:15:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 86 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 10:15:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 86 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 10:15:00 AM,8/5/2021,Wrestling,Wrestling,Men's Freestyle 86 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/5/2021 10:20:00 AM,8/5/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/5/2021 11:00:00 AM,8/5/2021,Athletics,Athletics,Men's 1500m Semifinals,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/5/2021 11:00:00 AM,8/5/2021,Athletics,Athletics,Men's 1500m Semifinals,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/5/2021 11:00:00 AM,8/5/2021,Athletics,Athletics,Men's 1500m Semifinals,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/5/2021 11:00:00 AM,8/5/2021,Athletics,Athletics,Men's 1500m Semifinals,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/5/2021 11:00:00 AM,8/5/2021,Hockey,Hockey,,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
8/5/2021 11:00:00 AM,8/5/2021,Baseball,Baseball,,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
8/5/2021 11:30:00 AM,8/5/2021,Tennis,Table Tennis,,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
8/5/2021 12:00:00 PM,8/5/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/5/2021 1:00:00 PM,8/5/2021,Volleyball,Beach Volleyball,,False,Shiokaze Park,35.62426208355979,139.76843705331703
8/5/2021 1:00:00 PM,8/5/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/5/2021 1:00:00 PM,8/5/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/6/2021 9:30:00 PM,8/6/2021,Athletics,Athletics,,False,Sapporo Odori Park,43.05988480448009,141.34661238831993
8/6/2021 11:30:00 PM,8/6/2021,Golf,Golf,,False,Kasumigaseki Country Club,35.899811713519725,139.40574870339583
8/6/2021 1:30:00 AM,8/6/2021,Canoeing,Canoe Sprint,Men's Canoe Single 1000m Quarterfinals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/6/2021 1:30:00 AM,8/6/2021,Canoeing,Canoe Sprint,Men's Canoe Single 1000m Quarterfinals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/6/2021 2:00:00 AM,8/6/2021,Volleyball,Beach Volleyball,,False,Shiokaze Park,35.62426208355979,139.76843705331703
8/6/2021 2:00:00 AM,8/6/2021,Martial Arts,Karate,,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/6/2021 2:00:00 AM,8/6/2021,Martial Arts,Karate,,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/6/2021 2:20:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 2:20:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 2:20:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 2:30:00 AM,8/6/2021,Hockey,Hockey,,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
8/6/2021 3:00:00 AM,8/6/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 3:00:00 AM,8/6/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 3:00:00 AM,8/6/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 3:00:00 AM,8/6/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 3:00:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 97 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 3:00:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 97 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 3:00:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 97 kg 1/8 Finals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 3:00:00 AM,8/6/2021,Tennis,Table Tennis,,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
8/6/2021 5:00:00 AM,8/6/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/6/2021 5:40:00 AM,8/6/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/6/2021 6:00:00 AM,8/6/2021,Boxing,Boxing,,False,Kokugikan Arena,35.69708642863296,139.79336043405075
8/6/2021 6:00:00 AM,8/6/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/6/2021 6:30:00 AM,8/6/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/6/2021 6:30:00 AM,8/6/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/6/2021 6:30:00 AM,8/6/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/6/2021 6:50:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 6:50:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 6:50:00 AM,8/6/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/6/2021 7:00:00 AM,8/6/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 7:00:00 AM,8/6/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 7:00:00 AM,8/6/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 7:30:00 AM,8/6/2021,Cycling,Cycling Track,Men's Sprint Finals,False,Izu Velodrome,35.01222390470476,139.01558129892814
8/6/2021 8:30:00 AM,8/6/2021,Athletics,Athletics,,False,Sapporo Odori Park,43.05988480448009,141.34661238831993
8/6/2021 9:00:00 AM,8/6/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/6/2021 9:00:00 AM,8/6/2021,Martial Arts,Karate,Women's Kumite -61 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/6/2021 9:00:00 AM,8/6/2021,Martial Arts,Karate,Women's Kumite -61 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/6/2021 9:30:00 AM,8/6/2021,Sport Climbing,Sport Climbing,,False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
8/6/2021 9:30:00 AM,8/6/2021,Sport Climbing,Sport Climbing,,False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
8/6/2021 10:15:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 125 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 10:15:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 125 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 10:15:00 AM,8/6/2021,Wrestling,Wrestling,Men's Freestyle 125 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/6/2021 10:20:00 AM,8/6/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/6/2021 11:00:00 AM,8/6/2021,Equestrian,Equestrian,,False,Equestrian Park,35.6369951864692,139.63364991415503
8/6/2021 11:00:00 AM,8/6/2021,Hockey,Hockey,,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
8/6/2021 11:30:00 AM,8/6/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 11:30:00 AM,8/6/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 11:30:00 AM,8/6/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/6/2021 11:30:00 AM,8/6/2021,Tennis,Table Tennis,,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
8/6/2021 11:50:00 AM,8/6/2021,Athletics,Athletics,Men's 4 x 100m Relay Final,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 11:50:00 AM,8/6/2021,Athletics,Athletics,Men's 4 x 100m Relay Final,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 11:50:00 AM,8/6/2021,Athletics,Athletics,Men's 4 x 100m Relay Final,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 11:50:00 AM,8/6/2021,Athletics,Athletics,Men's 4 x 100m Relay Final,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/6/2021 12:00:00 PM,8/6/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/6/2021 12:00:00 PM,8/6/2021,Football,Football,,False,Saitama Stadium,35.903408731875246,139.71816554795595
8/6/2021 1:00:00 PM,8/6/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/6/2021 1:00:00 PM,8/6/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/7/2021 11:00:00 PM,8/7/2021,Athletics,Athletics,,False,Sapporo Odori Park,43.05988480448009,141.34661238831993
8/7/2021 11:30:00 PM,8/7/2021,Golf,Golf,,False,Kasumigaseki Country Club,35.899811713519725,139.40574870339583
8/7/2021 1:30:00 AM,8/7/2021,Canoeing,Canoe Sprint,Men's Canoe Single 1000m Finals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/7/2021 1:30:00 AM,8/7/2021,Canoeing,Canoe Sprint,Men's Canoe Single 1000m Finals,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
8/7/2021 1:30:00 AM,8/7/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/7/2021 2:00:00 AM,8/7/2021,Volleyball,Beach Volleybal,,False,Shiokaze Park,35.62426208355979,139.76843705331703
8/7/2021 2:00:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 2:00:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 2:00:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 2:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 2:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 2:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 3:30:00 AM,8/7/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/7/2021 4:00:00 AM,8/7/2021,Baseball,Baseball,,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
8/7/2021 5:30:00 AM,8/7/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/7/2021 5:40:00 AM,8/7/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/7/2021 6:00:00 AM,8/7/2021,Boxing,Boxing,Women's Welter (64-69kg) Final,False,Kokugikan Arena,35.69708642863296,139.79336043405075
8/7/2021 6:00:00 AM,8/7/2021,Martial Arts,Karate,Men's Kumite +75 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/7/2021 6:00:00 AM,8/7/2021,Martial Arts,Karate,Men's Kumite +75 kg Final,False,Nippon Budokan,35.69328639505304,139.74961103902368
8/7/2021 6:30:00 AM,8/7/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/7/2021 6:30:00 AM,8/7/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/7/2021 6:30:00 AM,8/7/2021,Modern Pentathlon,Modern Pentathlon,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
8/7/2021 7:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 7:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 7:00:00 AM,8/7/2021,Diving,Diving,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 7:20:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 7:20:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 7:20:00 AM,8/7/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/7/2021 7:30:00 AM,8/7/2021,Cycling,Cycling Track,Men's Madison Final,False,Izu Velodrome,35.01222390470476,139.01558129892814
8/7/2021 8:00:00 AM,8/7/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/7/2021 8:30:00 AM,8/7/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/7/2021 9:00:00 AM,8/7/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/7/2021 10:45:00 AM,8/7/2021,Wrestling,Wrestling,Men's Freestyle 97 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/7/2021 10:45:00 AM,8/7/2021,Wrestling,Wrestling,Men's Freestyle 97 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/7/2021 10:45:00 AM,8/7/2021,Wrestling,Wrestling,Men's Freestyle 97 kg Bronze Medal Matches,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
8/7/2021 11:00:00 AM,8/7/2021,Athletics,Athletics,Women's 10000m Victory Ceremony,True,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 11:00:00 AM,8/7/2021,Athletics,Athletics,Women's 10000m Victory Ceremony,True,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 11:00:00 AM,8/7/2021,Athletics,Athletics,Women's 10000m Victory Ceremony,True,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 11:00:00 AM,8/7/2021,Athletics,Athletics,Women's 10000m Victory Ceremony,True,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 11:00:00 AM,8/7/2021,Equestrian,Equestrian,,False,Equestrian Park,35.6369951864692,139.63364991415503
8/7/2021 11:00:00 AM,8/7/2021,Baseball,Baseball,,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
8/7/2021 11:30:00 AM,8/7/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 11:30:00 AM,8/7/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 11:30:00 AM,8/7/2021,Swimming,Artistic Swimming,,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
8/7/2021 12:00:00 PM,8/7/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/7/2021 12:30:00 PM,8/7/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 12:30:00 PM,8/7/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 12:30:00 PM,8/7/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 12:30:00 PM,8/7/2021,Football,Football,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/7/2021 1:00:00 PM,8/7/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/7/2021 1:15:00 PM,8/7/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/8/2021 11:00:00 PM,8/8/2021,Athletics,Athletics,,False,Sapporo Odori Park,43.05988480448009,141.34661238831993
8/8/2021 1:00:00 AM,8/8/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/8/2021 1:30:00 AM,8/8/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/8/2021 2:00:00 AM,8/8/2021,Cycling,Cycling Track,Men's Keirin Semifinals,False,Izu Velodrome,35.01222390470476,139.01558129892814
8/8/2021 3:00:00 AM,8/8/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/8/2021 3:00:00 AM,8/8/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/8/2021 3:00:00 AM,8/8/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/8/2021 3:00:00 AM,8/8/2021,Gymnastics,Rhythmic Gymnastics,,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
8/8/2021 3:30:00 AM,8/8/2021,Basketball,Basketball,,False,Saitama Super Arena,35.895211316703495,139.6314078235249
8/8/2021 5:30:00 AM,8/8/2021,Volleyball,Volleyball,,False,Ariake Arena,35.643512573489566,139.79473745950065
8/8/2021 5:40:00 AM,8/8/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/8/2021 6:00:00 AM,8/8/2021,Boxing,Boxing.,Men's Super Heavy (+91kg) Final,False,Kokugikan Arena,35.69708642863296,139.79336043405075
8/8/2021 7:00:00 AM,8/8/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
8/8/2021 8:30:00 AM,8/8/2021,Water Polo,Water Polo,,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
8/8/2021 12:00:00 PM,8/8/2021,Ceremony,Closing Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/8/2021 12:00:00 PM,8/8/2021,Ceremony,Closing Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/8/2021 12:00:00 PM,8/8/2021,Ceremony,Closing Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
8/8/2021 12:00:00 PM,8/8/2021,Ceremony,Closing Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/21/2021 1:00:00 AM,7/21/2021,Baseball,Baseball/Softball,,False,Fukushima Azuma Baseball Stadium,37.72216480340486,140.3640114979229
7/21/2021 8:30:00 AM,7/21/2021,Football,Football,,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/21/2021 9:00:00 AM,7/21/2021,Football,Football,,False,Miyagi Stadium,38.33557331725407,140.95096377309127
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 1:00:00 AM,7/22/2021,Baseball,Baseball/Softball,,False,Fukushima Azuma Baseball Stadium,37.72216480340486,140.3640114979229
7/22/2021 8:30:00 AM,7/22/2021,Football,Football,,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:30:00 AM,7/22/2021,Football,Football,,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
7/23/2021 12:30:00 AM,7/23/2021,Rowing,Rowing,,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/23/2021 12:30:00 AM,7/23/2021,Rowing,Rowing,,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/23/2021 1:00:00 AM,7/23/2021,Archery,Archery,,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/23/2021 5:00:00 AM,7/23/2021,Archery,Archery,,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/24/2021 12:30:00 AM,7/24/2021,Shooting,Shooting,,False,Asaka Shooting Range,35.7811380207295,139.58779467064903
7/24/2021 12:30:00 AM,7/24/2021,Rowing,Rowing,,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/24/2021 12:30:00 AM,7/24/2021,Rowing,Rowing,,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/24/2021 1:00:00 AM,7/24/2021,Badminton,Badminton,,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 1:00:00 AM,7/24/2021,Badminton,Badminton,,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 1:00:00 AM,7/24/2021,Handball,Handball,,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
