DateTime,Date,Sport Group,Sport,Events Split,Medal Ceremony?,Venue,Latitude,Longitude
7/21/2021 1:00:00 AM,7/21/2021,Baseball,Baseball/Softball,Australia vs Japan,False,Fukushima Azuma Baseball Stadium,37.72216480340486,140.3640114979229
7/21/2021 8:30:00 AM,7/21/2021,Football,Football,Women's Group E: Great Britain vs Chile,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/21/2021 9:00:00 AM,7/21/2021,Football,Football,Women's Group F: China vs Brazil,False,Miyagi Stadium,38.33557331725407,140.95096377309127
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,Women's Group G: Sweden vs United States,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,Women's Group G: Sweden vs United States,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/21/2021 9:30:00 AM,7/21/2021,Football,Football,Women's Group G: Sweden vs United States,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 1:00:00 AM,7/22/2021,Baseball,Baseball/Softball,United States vs Canada,False,Fukushima Azuma Baseball Stadium,37.72216480340486,140.3640114979229
7/22/2021 8:30:00 AM,7/22/2021,Football,Football,Men's Group C: Egypt vs Spain,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,Men's Group B: New Zealand vs Republic of Korea,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,Men's Group A: Mexico vs France,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,Men's Group A: Mexico vs France,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:00:00 AM,7/22/2021,Football,Football,Men's Group A: Mexico vs France,False,Tokyo Stadium,35.66446761779039,139.52756286092847
7/22/2021 9:30:00 AM,7/22/2021,Football,Football,Men's Group D: Côte d'Ivoire vs Saudi Arabia,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
7/23/2021 12:30:00 AM,7/23/2021,Rowing,Rowing,Men's Single Sculls Heats,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/23/2021 12:30:00 AM,7/23/2021,Rowing,Rowing,Men's Single Sculls Heats,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/23/2021 1:00:00 AM,7/23/2021,Archery,Archery,Women's Individual Ranking Round,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/23/2021 5:00:00 AM,7/23/2021,Archery,Archery,Men's Individual Ranking Round,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,-,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,-,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,-,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/23/2021 12:00:00 PM,7/23/2021,Ceremony,Opening Ceremony,-,False,Olympic Stadium,35.67786383266573,139.71366292613558
7/24/2021 12:30:00 AM,7/24/2021,Shooting,Shooting,10m Air Rifle Women's Qualification,False,Asaka Shooting Range,35.7811380207295,139.58779467064903
7/24/2021 12:30:00 AM,7/24/2021,Rowing,Rowing,Women's Single Sculls Repechages,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/24/2021 12:30:00 AM,7/24/2021,Rowing,Rowing,Women's Single Sculls Repechages,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/24/2021 1:00:00 AM,7/24/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 1:00:00 AM,7/24/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 1:00:00 AM,7/24/2021,Handball,Handball,Men's Preliminary Round Group A: Norway vs Brazil,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
7/24/2021 1:00:00 AM,7/24/2021,Volleyball,Beach Volleyball,Men's or Women's Preliminaries (4 matches),False,Shiokaze Park,35.62426208355979,139.76843705331703
7/24/2021 1:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 1:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 1:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 1:00:00 AM,7/24/2021,Volleyball,Volleyball,Men's Preliminary Round Pool A: Italy vs Canada,False,Ariake Arena,35.643512573489566,139.79473745950065
7/24/2021 1:00:00 AM,7/24/2021,Tennis,Table Tennis,Men's Singles Preliminary Round,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
7/24/2021 1:30:00 AM,7/24/2021,Archery,Archery,Mixed Team 1/8 Eliminations,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/24/2021 1:30:00 AM,7/24/2021,Hockey,Hockey,Men's Pool A: Japan vs Australia,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/24/2021 1:50:00 AM,7/24/2021,Weightlifting,Weightlifting,Women's 49 kg Group B,False,Tokyo International Forum,35.67697382447295,139.76380194086386
7/24/2021 2:00:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 2:00:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 2:00:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 2:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 2:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 2:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 2:00:00 AM,7/24/2021,Baseball,Baseball/Softball,Softball Opening Round: Australia vs Canada,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
7/24/2021 2:00:00 AM,7/24/2021,Hockey,Hockey,Men's Pool A: New Zealand vs India,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/24/2021 2:15:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 2:15:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 3:00:00 AM,7/24/2021,Boxing,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,35.69708642863296,139.79336043405075
7/24/2021 3:00:00 AM,7/24/2021,Martial Arts,Judo,Women -48 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/24/2021 3:00:00 AM,7/24/2021,Martial Arts,Judo,Women -48 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/24/2021 3:00:00 AM,7/24/2021,Cycling,Cycling Road,Men's Road Race,False,Fuji international Speedway,35.372702911045124,138.92936859906928
7/24/2021 3:00:00 AM,7/24/2021,Tennis,Tennis,Men's Singles First Round,False,Ariake Tennis Park,35.63522638292027,139.78961039488578
7/24/2021 5:50:00 AM,7/24/2021,Weightlifting,Weightlifting,Women's 49 kg Group A,False,Tokyo International Forum,35.67697382447295,139.76380194086386
7/24/2021 6:00:00 AM,7/24/2021,Water Polo,Water Polo,Women's Preliminary Round - Group B: Japan vs United States,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
7/24/2021 6:00:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 6:00:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 6:15:00 AM,7/24/2021,Tennis,Table Tennis,Men's Singles Round 1,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
7/24/2021 6:20:00 AM,7/24/2021,Volleyball,Volleyball,Men's Preliminary Round - Pool B: ROC vs Argentina,False,Ariake Arena,35.643512573489566,139.79473745950065
7/24/2021 6:15:00 AM,7/24/2021,Handball,Handball,Men's Preliminary Round Group B: Sweden vs Bahrain,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
7/24/2021 6:15:00 AM,7/24/2021,Archery,Archery,Mixed Team: Quarterfinals,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/24/2021 9:30:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 9:30:00 AM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 6:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 6:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 6:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 7:00:00 AM,7/24/2021,Volleyball,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,35.62426208355979,139.76843705331703
7/24/2021 8:30:00 AM,7/24/2021,Football,Football,Women's Group E: Chile vs Canada,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/24/2021 9:00:00 AM,7/24/2021,Boxing,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,35.69708642863296,139.79336043405075
7/24/2021 9:00:00 AM,7/24/2021,Martial Arts,Judo,Women -48 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/24/2021 9:00:00 AM,7/24/2021,Martial Arts,Judo,Women -48 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/24/2021 9:00:00 AM,7/24/2021,Equestrian,Equestrian,Dressage Grand Prix Team and Individual Day 1,False,Equestrian Park,35.6369951864692,139.63364991415503
7/24/2021 9:00:00 AM,7/24/2021,Football,Football,Women's Group F: China vs Zambia,False,Miyagi Stadium,38.33557331725407,140.95096377309127
7/24/2021 9:30:00 AM,7/24/2021,Football,Football,Women's Group G: Sweden vs Australia,False,Saitama Stadium,35.903408731875246,139.71816554795595
7/24/2021 10:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Semifinals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 10:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Semifinals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 10:00:00 AM,7/24/2021,Fencing,Fencing,Women's Epée Individual Semifinals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 10:00:00 AM,7/24/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 10:00:00 AM,7/24/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/24/2021 10:20:00 AM,7/24/2021,Water Polo,Water Polo,Women's Preliminary Round - Group A: South Africa vs Spain,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
7/24/2021 10:30:00 AM,7/24/2021,Hockey,Hockey,Men's Pool B: Great Britain vs South Africa,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/24/2021 11:00:00 AM,7/24/2021,Hockey,Hockey,Men's Pool B: Canada vs Germany,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/24/2021 11:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Repechages (2 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 11:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Repechages (2 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 11:00:00 AM,7/24/2021,Taekwondo,Taekwondo,Women -49 kg Repechages (2 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/24/2021 11:00:00 AM,7/24/2021,Swimming,Swimming,Men's 400m Individual Medley - Heats,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/24/2021 11:00:00 AM,7/24/2021,Swimming,Swimming,Men's 400m Individual Medley - Heats,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/24/2021 11:00:00 AM,7/24/2021,Swimming,Swimming,Men's 400m Individual Medley - Heats,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/24/2021 11:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 11:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 11:30:00 AM,7/24/2021,Gymnastics,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/24/2021 11:30:00 AM,7/24/2021,Tennis,Table Tennis,Men's Singles Round 1,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
7/24/2021 11:30:00 AM,7/24/2021,Handball,Handball,Men's Preliminary Round Group B: Portugal vs Egypt,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
7/24/2021 11:40:00 AM,7/24/2021,Volleyball,Volleyball,Men's Preliminary Round - Pool A: Poland vs Islamic Rep. of Iran,False,Ariake Arena,35.643512573489566,139.79473745950065
7/24/2021 1:00:00 PM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 1:00:00 PM,7/24/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/24/2021 12:00:00 PM,7/24/2021,Baseball,Softball/Baseball,Softball Opening Round: Japan vs Italy,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
7/24/2021 12:00:00 PM,7/24/2021,Volleyball,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,35.62426208355979,139.76843705331703
7/25/2021 11:00:00 PM,7/25/2021,Surfing,Surfing,Men's Round 1,False,Tsurigasaki Surfing Beach,35.336127096773154,140.39491001303773
7/25/2021 1:00:00 AM,7/25/2021,Volleyball,Volleyball,Women's Preliminary Round - Pool B: ROC vs Italy,False,Ariake Arena,35.643512573489566,139.79473745950065
7/25/2021 1:00:00 AM,7/25/2021,Skateboarding,Skateboarding,Men's Street Prelims Heats,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
7/25/2021 1:00:00 AM,7/25/2021,Skateboarding,Skateboarding,Men's Street Prelims Heats,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
7/25/2021 1:00:00 AM,7/25/2021,Skateboarding,Skateboarding,Men's Street Prelims Heats,False,Ariake Urban Sports Park,35.63870992266322,139.78568228668425
7/25/2021 1:00:00 AM,7/25/2021,Shooting,Shooting,Skeet Women's Qualification - Day 1,False,Asaka Shooting Range,35.7811380207295,139.58779467064903
7/25/2021 1:00:00 AM,7/25/2021,Shooting,Shooting,10m Air Pistol Women's Qualification. 10m Air Pistol Women's Finals,False,Asaka Shooting Range,35.7811380207295,139.58779467064903
7/25/2021 1:00:00 AM,7/25/2021,Rowing,Rowing,Men's Single Sculls Semifinals E/F,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/25/2021 1:00:00 AM,7/25/2021,Rowing,Rowing,Men's Single Sculls Semifinals E/F,False,Sea Forest Waterway,35.60796457817903,139.8147625026683
7/25/2021 1:00:00 AM,7/25/2021,Volleyball,Beach volleyball,Men's or Women's Preliminaries (4 matches),False,Shiokaze Park,35.62426208355979,139.76843705331703
7/25/2021 1:00:00 AM,7/25/2021,Handball,Handball,Women's Preliminary Round Group A: Netherlands vs Japan,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
7/25/2021 1:00:00 AM,7/25/2021,Fencing,Fencing,Women's Foil Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 1:00:00 AM,7/25/2021,Fencing,Fencing,Women's Foil Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 1:00:00 AM,7/25/2021,Fencing,Fencing,Women's Foil Individual Table of 64,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 1:30:00 AM,7/25/2021,Archery,Archery,Women's Team 1/8 Eliminations,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/25/2021 1:30:00 AM,7/25/2021,Hockey,Hockey,Women's Pool A: Great Britain vs Germany,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/25/2021 2:00:00 AM,7/25/2021,Tennis,Table Tennis,Mixed Doubles Quarterfinals,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
7/25/2021 2:00:00 AM,7/25/2021,Hockey,Hockey,Women's Pool B: Australia vs Spain,False,Oi Hockey Stadium,35.59269081886343,139.75405101776522
7/25/2021 2:00:00 AM,7/25/2021,Basketball,Basketball,Men's Preliminary Round Group A: Islamic Rep. of Iran vs Winner of Olympic Qualifying Tournament in Victoria(Canada),False,Saitama Super Arena,35.895211316703495,139.6314078235249
7/25/2021 2:00:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 2:00:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 2:00:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 2:00:00 AM,7/25/2021,Water Polo,Water Polo,Men's Preliminary Round - Group A: South Africa vs Italy,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
7/25/2021 2:00:00 AM,7/25/2021,Taekwondo,Taekwondo,Women -57 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 2:00:00 AM,7/25/2021,Taekwondo,Taekwondo,Women -57 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 2:00:00 AM,7/25/2021,Taekwondo,Taekwondo,Women -57 kg Round of 16 (8 matches),False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 2:00:00 AM,7/25/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/25/2021 2:00:00 AM,7/25/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/25/2021 2:00:00 AM,7/25/2021,Baseball,Softball,Softball Opening Round: Australia vs United States,False,Yokohama Baseball Stadium,35.44332814187166,139.64046498472052
7/25/2021 2:15:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 2:15:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 2:30:00 AM,7/25/2021,Swimming,Swimming,Men's 400m Individual Medley Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 2:30:00 AM,7/25/2021,Swimming,Swimming,Men's 400m Individual Medley Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 2:30:00 AM,7/25/2021,Swimming,Swimming,Men's 400m Individual Medley Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 3:00:00 AM,7/25/2021,Tennis,Tennis,Men's Singles First Round,False,Ariake Tennis Park,35.63522638292027,139.78961039488578
7/25/2021 3:00:00 AM,7/25/2021,Martial Arts,Judo,Women -78 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 3:00:00 AM,7/25/2021,Martial Arts,Judo,Women -78 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 3:00:00 AM,7/25/2021,Martial Arts,Judo,Women -52 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 3:00:00 AM,7/25/2021,Martial Arts,Judo,Women -52 kg Elimination Rounds,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 3:00:00 AM,7/25/2021,Boxing,Boxing,Women's Fly (48-51kg) - Preliminaries - Round of 32,False,Kokugikan Arena,35.69708642863296,139.79336043405075
7/25/2021 3:50:00 AM,7/25/2021,Weightlifting,Weightlifting,Men's 61 kg Group B and Men's 67 kg Group B,False,Tokyo International Forum,35.67697382447295,139.76380194086386
7/25/2021 4:00:00 AM,7/25/2021,Sailing,Sailing,RS:X Men,False,Enoshima Yacht Harbour,35.29979336326726,139.48406276201857
7/25/2021 5:00:00 AM,7/25/2021,Canoeing,Canoe Slalom,Canoe (C1) Men Heats,False,Kasai Canoe Slalom Centre,35.643601065815034,139.85504382104045
7/25/2021 5:00:00 AM,7/25/2021,Cycling,Cycling Road,Women's Road Race,False,Fuji international Speedway,35.372702911045124,138.92936859906928
7/25/2021 5:40:00 AM,7/25/2021,Basketball,Basketball,Men's Preliminary Round Group B,False,Saitama Super Arena,35.895211316703495,139.6314078235249
7/25/2021 5:45:00 AM,7/25/2021,Archery,Archery,Women's: Team Quarterfinals,False,Yumenoshima Park Archery Field,35.65025376166539,139.82892847281852
7/25/2021 6:00:00 AM,7/25/2021,Water Polo,Water Polo,Men's Preliminary Round - Group A: United States vs Japan,False,Tatsumi Water Polo Centre,35.647754733125474,139.8195228619168
7/25/2021 6:00:00 AM,7/25/2021,Tennis,Table Tennis,Men's Singles Round 2,False,Tokyo Metropolitan Gymnasium,35.679538129089025,139.71224149090568
7/25/2021 6:00:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 6:00:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 6:15:00 AM,7/25/2021,Handball,Handball,Women's Preliminary Round Group A: Montenegro vs Angola,False,Yoyogi National Stadium,35.66773432212354,139.70019944667044
7/25/2021 6:20:00 AM,7/25/2021,Volleyball,Volleyball,Women's Preliminary Round - Pool A: Serbia vs Dominican Rep.,False,Ariake Arena,35.643512573489566,139.79473745950065
7/25/2021 7:00:00 AM,7/25/2021,Volleyball,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,35.62426208355979,139.76843705331703
7/25/2021 7:00:00 AM,7/25/2021,Diving,Diving,Women's Synchronised 3m Springboard Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 7:00:00 AM,7/25/2021,Diving,Diving,Women's Synchronised 3m Springboard Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 7:00:00 AM,7/25/2021,Diving,Diving,Women's Synchronised 3m Springboard Final,False,Tokyo Aquatics Centre,35.65154002713155,139.81526845227876
7/25/2021 7:10:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 7:10:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 7:10:00 AM,7/25/2021,Gymnastics,Artistic Gymnastics,Women's Qualification,False,Ariake Gymnastics Centre,35.64167062421445,139.79257372832834
7/25/2021 7:50:00 AM,7/25/2021,Weightlifting,Weightlifting,Men's 61 kg Group A,False,Tokyo International Forum,35.67697382447295,139.76380194086386
7/25/2021 8:30:00 AM,7/25/2021,Football,Football,Men's Group C: Egypt vs Argentina,False,Sapporo Dome,43.01517544330762,141.41041300340524
7/25/2021 9:00:00 AM,7/25/2021,Boxing,Boxing,Women's Fly (48-51kg) - Preliminaries - Round of 32,False,Kokugikan Arena,35.69708642863296,139.79336043405075
7/25/2021 9:00:00 AM,7/25/2021,Martial Arts,Judo,Women -78 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 9:00:00 AM,7/25/2021,Martial Arts,Judo,Women -78 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 9:00:00 AM,7/25/2021,Equestrian,Equestrian,Dressage Grand Prix Team and Individual Day 2,False,Equestrian Park,35.6369951864692,139.63364991415503
7/25/2021 9:00:00 AM,7/25/2021,Martial Arts,Judo,Women -52 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 9:00:00 AM,7/25/2021,Martial Arts,Judo,Women -52 kg Repechage,False,Nippon Budokan,35.69328639505304,139.74961103902368
7/25/2021 9:00:00 AM,7/25/2021,football,football,Men's Group A: France vs South Africa,False,Saitama Stadium,35.903408731875246,139.71816554795595
7/25/2021 9:00:00 AM,7/25/2021,football,football,Men's Group B: New Zealand vs Honduras,False,Ibaraki Kashima Stadium,35.99213056967567,140.64152126184229
7/25/2021 9:20:00 AM,7/25/2021,Basketball,Basketball,Men's Preliminary Round Group B: Australia vs Nigeria,False,Saitama Super Arena,35.895211316703495,139.6314078235249
7/25/2021 9:30:00 AM,7/25/2021,Football,Football,Men's Group D: Brazil vs Côte d'Ivoire,False,International Stadium Yokohama,35.51002465197473,139.60687650162822
7/25/2021 9:30:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 9:30:00 AM,7/25/2021,Basketball,3x3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,35.62349586496833,139.7773659975334
7/25/2021 10:00:00 AM,7/25/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/25/2021 10:00:00 AM,7/25/2021,Badminton,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,35.66516093172041,139.52508181634872
7/25/2021 10:00:00 AM,7/25/2021,Fencing,Fencing,Women's Foil Individual Semifinals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
7/25/2021 10:00:00 AM,7/25/2021,Fencing,Fencing,Women's Foil Individual Semifinals,False,Makuhari Messe Hall,35.64977449961884,140.03645074412134
